2025-07-21 17:53:24,785 | SLAM.ROSBotController | INFO | _init_motors:137 | 4-wheel motor system initialized
2025-07-21 17:53:34,425 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:34,495 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:34,495 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:34,580 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:34,580 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:34,648 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:34,649 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:34,732 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:34,732 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:34,801 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:34,801 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:34,869 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:34,869 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:34,947 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:34,947 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:35,018 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:35,018 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:35,112 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:35,113 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:35,202 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:35,202 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:35,272 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:35,272 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:35,361 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:35,361 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:35,447 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:35,448 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:35,518 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:35,518 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:35,591 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:35,592 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:35,662 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:35,662 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:35,731 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:35,731 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:35,816 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:35,816 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:35,910 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:35,910 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:35,996 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:35,996 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:36,063 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:36,063 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:36,158 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:36,159 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:36,226 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:36,226 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:36,329 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:36,329 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:36,396 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:36,397 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:36,468 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:36,468 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:36,534 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:36,534 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:36,600 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:36,600 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:36,696 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:36,696 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:36,780 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:36,780 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:36,848 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:36,849 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:36,916 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:36,916 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:36,983 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:36,984 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:37,074 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:37,074 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:37,164 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:37,164 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:37,255 | SLAM.ROSBotController | INFO | handle_initialization:503 | Advanced systems ready - starting exploration
2025-07-21 17:53:37,255 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:37,349 | SLAM.ROSBotController | INFO | handle_advanced_exploration:507 | Exploring... Step: 152, Pillars found: 0
2025-07-21 17:53:37,349 | SLAM.ROSBotController | INFO | basic_obstacle_avoidance:769 | Turning left to avoid obstacle
2025-07-21 17:53:37,349 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:37,434 | SLAM.ROSBotController | INFO | handle_advanced_exploration:507 | Exploring... Step: 153, Pillars found: 0
2025-07-21 17:53:37,434 | SLAM.ROSBotController | ERROR | run:418 | State machine error: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
2025-07-21 17:53:37,434 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:37,521 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:37,521 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:37,614 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:37,614 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:37,699 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:37,699 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:37,780 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:37,781 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:37,848 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:37,848 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:37,944 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:37,944 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:38,038 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:38,038 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:38,131 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:38,131 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:38,200 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:38,200 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:38,292 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:38,292 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:38,373 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:38,373 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:38,464 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:38,464 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:38,547 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:38,547 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:38,637 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:38,637 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:38,727 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:38,727 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:38,797 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:38,798 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:38,885 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:38,885 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:38,977 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:38,977 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:39,064 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:39,064 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:39,155 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:39,156 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:39,224 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:39,224 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:39,318 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:39,318 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:39,411 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:39,411 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:39,507 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:39,507 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:39,577 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:39,577 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:39,645 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:39,645 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:39,713 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:39,713 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:39,797 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:39,797 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:39,882 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:39,883 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:39,951 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:39,952 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:40,040 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:40,040 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:40,129 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:40,129 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:40,213 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:40,213 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:40,282 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:40,282 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:40,372 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:40,372 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:40,441 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:40,441 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:40,533 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:40,533 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:40,616 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:40,616 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:40,685 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:40,685 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:40,754 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:40,754 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:40,820 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:40,820 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:40,893 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:40,894 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:40,960 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:40,960 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:41,027 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:41,027 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:41,095 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:41,096 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:41,186 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:41,186 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:41,272 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:41,272 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:41,272 | SLAM.ROSBotController | INFO | _print_status:828 | Status: initializing | Pose: (178.90, 0.00, -110.7°)
2025-07-21 17:53:41,272 | SLAM.ROSBotController | INFO | _print_status:829 | Pillars: 0 | Components: 0
2025-07-21 17:53:41,338 | SLAM.ROSBotController | INFO | handle_initialization:503 | Advanced systems ready - starting exploration
2025-07-21 17:53:41,338 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:41,426 | SLAM.ROSBotController | INFO | handle_advanced_exploration:507 | Exploring... Step: 202, Pillars found: 0
2025-07-21 17:53:41,426 | SLAM.ROSBotController | INFO | basic_obstacle_avoidance:769 | Turning left to avoid obstacle
2025-07-21 17:53:41,426 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:41,519 | SLAM.ROSBotController | INFO | handle_advanced_exploration:507 | Exploring... Step: 203, Pillars found: 0
2025-07-21 17:53:41,519 | SLAM.ROSBotController | INFO | basic_obstacle_avoidance:769 | Turning left to avoid obstacle
2025-07-21 17:53:41,519 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:41,588 | SLAM.ROSBotController | INFO | handle_advanced_exploration:507 | Exploring... Step: 204, Pillars found: 0
2025-07-21 17:53:41,588 | SLAM.ROSBotController | INFO | basic_obstacle_avoidance:769 | Turning left to avoid obstacle
2025-07-21 17:53:41,588 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:41,657 | SLAM.ROSBotController | INFO | handle_advanced_exploration:507 | Exploring... Step: 205, Pillars found: 0
2025-07-21 17:53:41,657 | SLAM.ROSBotController | INFO | basic_obstacle_avoidance:769 | Turning left to avoid obstacle
2025-07-21 17:53:41,658 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:41,726 | SLAM.ROSBotController | INFO | handle_advanced_exploration:507 | Exploring... Step: 206, Pillars found: 0
2025-07-21 17:53:41,727 | SLAM.ROSBotController | INFO | basic_obstacle_avoidance:769 | Turning left to avoid obstacle
2025-07-21 17:53:41,727 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:41,797 | SLAM.ROSBotController | INFO | handle_advanced_exploration:507 | Exploring... Step: 207, Pillars found: 0
2025-07-21 17:53:41,797 | SLAM.ROSBotController | ERROR | run:418 | State machine error: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
2025-07-21 17:53:41,797 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:41,865 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:41,865 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:41,933 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:41,933 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:42,016 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:42,016 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:42,110 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:42,110 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:42,194 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:42,194 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:42,262 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:42,262 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:42,332 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:42,332 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:42,416 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:42,416 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:42,484 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:42,484 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:42,572 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:42,572 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:42,661 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:42,662 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
2025-07-21 17:53:42,738 | SLAM.ROSBotController | ERROR | handle_error_recovery:671 | Error recovery mode
2025-07-21 17:53:42,738 | SLAM.ROSBotController | CRITICAL | check_advanced_safety:815 | Emergency stop - obstacle detected!
